game_num,runtime,num_players,discussion,name,agent,innocent,killer,killer,num_turns,banished,killed,escaped,num_killed,num_escaped,duplicate_search_rate,vote_rate_for_self,vote_rate_for_killer,witness_vote_rate_for_killer,non_witness_vote_rate_for_killer,
3,11.22439885,4,TRUE,Regan,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,5,FALSE,,,2,0,,0,0,,0,
3,11.22439885,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,,1,0,,0,
3,11.22439885,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0.333333333,0,0,,0,
4,8.331454039,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,0.5,1,0,,0,
4,8.331454039,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,7,FALSE,TRUE,FALSE,,,0,0,0,,0,
4,8.331454039,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,7,FALSE,,,2,0,,0,0,0,,
4,8.331454039,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
5,4.179895163,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
5,4.179895163,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,0,1,,1,
5,4.179895163,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,1,TRUE,,,1,0,,1,1,,1,
5,4.179895163,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,0,0,1,,1,
6,21.994344,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,1,0,0,,
6,21.994344,4,TRUE,Regan,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,17,FALSE,,,3,0,,0.5,0.5,0,1,
6,21.994344,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
6,21.994344,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,17,FALSE,TRUE,FALSE,,,0,0.5,0.5,,0.5,
7,40.71200204,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,5,TRUE,,,1,0,,1,1,,1,
7,40.71200204,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,FALSE,FALSE,,,,0,1,1,,
7,40.71200204,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,,,,,
7,40.71200204,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,FALSE,FALSE,,,,0,0,,0,
8,8.024084806,4,TRUE,Sally,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,3,TRUE,,,1,0,,1,1,1,,
8,8.024084806,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
8,8.024084806,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,0,0,1,1,,
8,8.024084806,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,0,0,1,,1,
9,5.488781929,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,0,,,,,
9,5.488781929,4,TRUE,Lena,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,1,TRUE,,,1,0,,1,1,1,,
9,5.488781929,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,0,0,0,0,,
9,5.488781929,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,0,0,1,,1,
10,9.055958033,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,6,FALSE,TRUE,FALSE,,,0,0,0,,0,
10,9.055958033,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
10,9.055958033,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,TRUE,FALSE,FALSE,,,,1,0,0,,
10,9.055958033,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,6,FALSE,,,2,0,,0,0,,0,
11,2885.526006,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,4,TRUE,,,1,0,,1,1,,1,
11,2885.526006,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,,,,,,
11,2885.526006,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,FALSE,,,0,0,1,1,,
11,2885.526006,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,FALSE,,,0,0,1,,1,
12,7.239733934,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,0.5,1,0,,0,
12,7.239733934,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,1,,
12,7.239733934,4,TRUE,Sally,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,3,TRUE,,,1,0,,1,1,1,,
12,7.239733934,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
13,7.617825985,4,TRUE,Lena,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,5,FALSE,,,2,1,,0,0,0,,
13,7.617825985,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,1,0,,0,
13,7.617825985,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,TRUE,,,0,0,1,,1,
13,7.617825985,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
14,8.86812973,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,0,,,,,
14,8.86812973,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,6,FALSE,FALSE,TRUE,,,,,,,,
14,8.86812973,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,6,FALSE,FALSE,TRUE,,,,,,,,
14,8.86812973,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,6,FALSE,,,0,3,,,,,,
15,4.942333937,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,FALSE,FALSE,,,0,0,1,,1,
15,4.942333937,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,FALSE,FALSE,,,0.5,0,1,,1,
15,4.942333937,4,TRUE,Lena,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,2,TRUE,,,1,0,,1,1,1,,
15,4.942333937,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
16,4.133042097,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,1,0,,0,
16,4.133042097,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
16,4.133042097,4,TRUE,Sally,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,2,FALSE,,,2,0,,0,0,,0,
16,4.133042097,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,TRUE,FALSE,FALSE,,,0,1,0,,0,
17,12.88588381,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
17,12.88588381,4,TRUE,Regan,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,13,FALSE,,,2,0,,1,1,,1,
17,12.88588381,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,,1,0,,0,
17,12.88588381,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,13,FALSE,TRUE,FALSE,,,0,0,0,,0,
18,9.101639032,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,0,,,,,
18,9.101639032,4,TRUE,Regan,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,6,FALSE,,,0,3,,,,,,
18,9.101639032,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,6,FALSE,FALSE,TRUE,,,0,,,,,
18,9.101639032,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,6,FALSE,FALSE,TRUE,,,,,,,,
19,6.459883928,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,3,TRUE,,,1,0,,1,1,,1,
19,6.459883928,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
19,6.459883928,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,1,,
19,6.459883928,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,,1,
20,9.519968033,4,TRUE,Tim,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,4,FALSE,,,2,0,,0,0,0,0,
20,9.519968033,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,0,0,1,,1,
20,9.519968033,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
20,9.519968033,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,TRUE,FALSE,FALSE,,,,1,0,,0,
21,8.033430099,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,FALSE,,,0,1,0,,0,
21,8.033430099,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,4,TRUE,,,1,0,,1,1,,1,
21,8.033430099,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,,,,,,
21,8.033430099,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,FALSE,,,,0,1,,1,
22,7.153187752,4,TRUE,Tim,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,3,TRUE,,,1,0,,0,0,,0,
22,7.153187752,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
22,7.153187752,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,1,,
22,7.153187752,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,,1,
23,3.112293959,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,1,TRUE,,,1,0,,1,1,,1,
23,3.112293959,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
23,3.112293959,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,0,0,1,,1,
23,3.112293959,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,0,0,0,,0,
24,12.01643491,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,0,,,,,
24,12.01643491,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,8,FALSE,,,2,0,,1,1,,1,
24,12.01643491,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,TRUE,FALSE,FALSE,,,0,1,0,,0,
24,12.01643491,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,8,FALSE,TRUE,FALSE,,,0,0,0,,0,
25,8.269229889,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,FALSE,,,0,0,0,0,,
25,8.269229889,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,4,TRUE,,,1,0,,1,1,,1,
25,8.269229889,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,,,,,,
25,8.269229889,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,FALSE,,,,0,1,,1,
26,9.803501129,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,6,FALSE,,,2,0,,0,0,0,,
26,9.803501129,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,0,,,,,
26,9.803501129,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,6,FALSE,TRUE,FALSE,,,,0,0,0,,
26,9.803501129,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,TRUE,FALSE,FALSE,,,0,0,0,,0,
27,14.48689413,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
27,14.48689413,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,7,FALSE,TRUE,FALSE,,,0.333333333,0,1,,1,
27,14.48689413,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,7,TRUE,,,2,0,,0.5,0.5,1,0,
27,14.48689413,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,7,FALSE,FALSE,FALSE,,,0,0.5,0.5,,0.5,
28,3.516069889,4,TRUE,Sally,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,1,TRUE,,,1,0,,1,1,,1,
28,3.516069889,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,0,0,,0,
28,3.516069889,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
28,3.516069889,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,0,0,1,,1,
29,22.95505404,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,0,,,,,
29,22.95505404,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,TRUE,FALSE,FALSE,,,0,1,0,,0,
29,22.95505404,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,15,FALSE,TRUE,FALSE,,,0.333333333,0,0,0,,
29,22.95505404,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,15,FALSE,,,2,0,,0,0,,0,
30,7.569133997,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,TRUE,FALSE,FALSE,,,,1,0,,0,
30,7.569133997,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
30,7.569133997,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,6,FALSE,TRUE,FALSE,,,0,0,0,0,,
30,7.569133997,4,TRUE,Regan,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,6,FALSE,,,2,0,,0,0,,0,
31,9.482679844,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,TRUE,FALSE,FALSE,,,,1,0,,0,
31,9.482679844,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,7,FALSE,FALSE,TRUE,,,0,1,0,,0,
31,9.482679844,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,0,,,,,
31,9.482679844,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,7,FALSE,,,1,1,,0,0,,0,
32,9.260735035,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,0,0,,0,
32,9.260735035,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,0,,,,,
32,9.260735035,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,TRUE,FALSE,FALSE,,,0,0.5,0.5,0,1,
32,9.260735035,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,5,FALSE,,,2,0,,0,0,,0,
33,8.733249664,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,FALSE,FALSE,,,0,0,1,,1,
33,8.733249664,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,5,TRUE,,,1,1,,1,1,1,,
33,8.733249664,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,0.5,,,,,
33,8.733249664,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,,,,,
34,3.168617964,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
34,3.168617964,4,TRUE,Sally,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,1,TRUE,,,1,0,,0,0,,0,
34,3.168617964,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,0,1,,1,
34,3.168617964,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,0,1,,1,
35,5.354134083,4,TRUE,Tim,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,5,FALSE,,,1,2,,,,,,
35,5.354134083,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,TRUE,,,0,,,,,
35,5.354134083,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,,,,,,
35,5.354134083,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,,,,,
36,5.515954971,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
36,5.515954971,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,0,0,,
36,5.515954971,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,0,0,1,1,,
36,5.515954971,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,3,TRUE,,,1,0,,1,1,,1,
37,28.41673112,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,,,,,,
37,28.41673112,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,21,FALSE,TRUE,FALSE,,,0.2,0.5,0.5,0.5,,
37,28.41673112,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,21,FALSE,,,3,0,,0.5,0.5,1,0,
37,28.41673112,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,13,FALSE,TRUE,FALSE,,,0,1,0,,0,
38,20.44598484,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,19,FALSE,TRUE,FALSE,,,0.5,0,0,,0,
38,20.44598484,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
38,20.44598484,4,TRUE,Sally,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,19,FALSE,,,2,0,,0,0,,0,
38,20.44598484,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,TRUE,FALSE,FALSE,,,,1,0,,0,
39,9.760756254,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,,0,1,,1,
39,9.760756254,4,TRUE,Tim,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,5,FALSE,,,2,1,,0,0,0,,
39,9.760756254,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,FALSE,TRUE,,,0,1,0,,0,
39,9.760756254,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,0,,,,,
40,6.462960005,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,,1,
40,6.462960005,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
40,6.462960005,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,0,0,1,,1,
40,6.462960005,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,3,TRUE,,,1,0,,0,0,,0,
41,8.030481815,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
41,8.030481815,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,TRUE,FALSE,FALSE,,,0,1,0,0,,
41,8.030481815,4,TRUE,Sally,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,4,FALSE,,,2,0,,0.5,0.5,0,1,
41,8.030481815,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,TRUE,FALSE,,,0,1,0,,0,
42,7.424431801,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
42,7.424431801,4,TRUE,Regan,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,3,TRUE,,,1,0,,0,0,0,,
42,7.424431801,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,1,,
42,7.424431801,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,FALSE,FALSE,,,,0,1,,1,
43,8.283759117,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,5,FALSE,,,2,0,,1,1,,1,
43,8.283759117,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,TRUE,FALSE,,,0,0,0,,0,
43,8.283759117,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
43,8.283759117,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,0,1,0,,0,
44,23.75986004,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,,,,,
44,23.75986004,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,8,FALSE,TRUE,FALSE,,,0,1,0,,0,
44,23.75986004,4,TRUE,Sally,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,14,FALSE,,,3,0,,0.5,0.5,0.5,,
44,23.75986004,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,14,FALSE,TRUE,FALSE,,,0,0.5,0.5,,0.5,
45,6.254034281,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,3,FALSE,TRUE,FALSE,,,0,0,0,,0,
45,6.254034281,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
45,6.254034281,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,0,1,0,,0,
45,6.254034281,4,TRUE,Bob,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,3,FALSE,,,2,0,,1,1,,1,
46,4.139132023,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,0,0,1,,1,
46,4.139132023,4,TRUE,Bob,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
46,4.139132023,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,FALSE,FALSE,,,,1,0,,0,
46,4.139132023,4,TRUE,Lena,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,1,TRUE,,,1,0,,1,1,,1,
47,11.479177,4,TRUE,Regan,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,8,FALSE,TRUE,FALSE,,,0.5,0,0,0,,
47,11.479177,4,TRUE,Bryce,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,,,,,
47,11.479177,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,TRUE,FALSE,FALSE,,,0,0,1,,1,
47,11.479177,4,TRUE,Lena,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,8,FALSE,,,2,0,,0,0,,0,
48,7.297549009,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,4,FALSE,FALSE,TRUE,,,0,,,,,
48,7.297549009,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,FALSE,TRUE,,,,,,,,
48,7.297549009,4,TRUE,Bryce,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,5,FALSE,,,0,3,,,,,,
48,7.297549009,4,TRUE,Sally,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,5,FALSE,FALSE,TRUE,,,0,,,,,
49,3.749414921,4,TRUE,Lena,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,2,FALSE,TRUE,FALSE,,,,0,0,,0,
49,3.749414921,4,TRUE,Sally,gpt3-ada,gpt3-curie,gpt3-ada,TRUE,2,FALSE,,,2,0,,0,0,,0,
49,3.749414921,4,TRUE,Tim,gpt3-curie,gpt3-curie,gpt3-ada,FALSE,1,FALSE,TRUE,FALSE,,,,,,,,
